@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE classe {388,185,344,111,612,041,211}


@DATA
0.0456, 0, 0.0844, 0, 0, 0.0199, 0.0785, 0, 0, 0.1368, 0, 0.0315, 0.2081, 0, 0, 0, 0, 0, 0, 0, 0.2104, 0, 0, 0.1681, 0, 0, 3.32, 0, 0, 0.0373, 0, 0, 0.2093, 0,344
0, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0.2285, 0, 0, 0.1011, 0, 0, 0, 0, 0, 0, 0.84, 0.0311, 0, 0, 0, 0.0977, 0, 0.059, 0, 0, 0.155, 0,344
0, 0.195, 0, 0, 0, 0.1328, 0.1231, 0.2213, 0, 0, 0, 0, 0, 0, 0, 0.1689, 0, 0, 0, 0, 0.0274, 0, 0.174, 0.0314, 0.0626, 0, 0, 0.135, 0, 0.0316, 0, 0, 0.1243, 0,344
0, 0, 2.1711, 0, 0, 0, 0.1569, 0.1688, 0, 0.0458, 0, 0.0356, 0, 0, 0.6511, 0.3172, 0, 0, 0, 0, 0.0635, 0, 0.692, 0, 0, 0, 0, 0, 0, 0.0167, 0, 0, 0, 0,344
0.0456, 0, 0.0844, 0, 0, 0.0199, 0.0785, 0, 0, 0, 0, 0.0663, 0.0485, 0, 0, 0.0694, 0, 0, 0, 0, 0.0274, 0, 0, 0.0619, 0.0715, 0, 0, 0, 0.1193, 0.0249, 0.0789, 0, 0, 0,344
0.32, 0, 0.07, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7325, 0, 0, 0, 0, 0, 0.1345, 0.094, 0, 0, 0, 0.0521, 0,344
0, 0, 0.5756, 0, 0, 0, 0.3146, 0, 0, 0.1579, 0, 0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74, 0, 0, 0, 0, 0, 0.2605, 0, 0, 0, 0.1522, 0, 0,344
0, 0, 0, 0, 0, 0.0937, 0, 0, 0, 0.1242, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0.174, 0.2228, 0, 0, 0, 0.0609, 0, 0.0373, 0.2158, 0, 0.0307, 0,344
0.1611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.3222, 0, 0, 0, 0, 0.087, 0, 0, 0.0486, 0, 0, 0, 0, 0, 0, 0.1416, 0, 0.3236, 0,344
0.0867, 0, 4.0411, 0, 0, 0, 0.4715, 0, 0, 0.0911, 0, 0.1611, 0.0627, 0, 0, 0, 0, 0, 0, 0, 0.1009, 0, 0.52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,344
0.2178, 0, 2.3411, 0, 0, 0.0233, 0.3146, 0, 0, 0.1737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.174, 0, 0, 0, 0, 0, 0, 0.1061, 0, 0, 0.0829, 0,344
0, 0, 0.17, 0, 0, 0.0227, 0.0785, 0.55, 0, 0.1, 0, 0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4375, 0, 0.085, 0.1485, 0, 0, 0, 0, 0.1637, 0, 0.1378, 0.4864, 0.71,344
0, 0.3683, 0.2544, 0, 0, 0, 0.1569, 0, 0, 0.1116, 0, 0.1526, 0, 0, 0.1989, 0, 0, 0, 0, 0, 0, 2.24, 0, 0, 0, 0, 0, 0.1723, 0, 0, 0, 0.1522, 0.0521, 0,344
0, 0, 0.0844, 0.0735, 0, 0, 0.3708, 0, 0, 0.0842, 0, 0.1048, 0, 0, 0, 0.1206, 0, 0, 0, 0, 0, 0, 0.472, 0, 0, 0, 0, 1.7041, 0, 0.048, 0, 0, 0.0614, 0,344
0, 0, 1.2933, 0, 0, 0, 0.28, 0, 0, 0.0911, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.2287, 0.2325, 0.174, 0, 0, 0, 0, 0, 0, 0.1086, 0.0789, 0, 0, 0,344
0, 0.5567, 0, 0, 0, 0.0185, 0, 0, 0, 0.1568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0.0609, 0, 0, 0, 0, 0, 0,344
0.0456, 0.37, 0, 0, 0, 0.0264, 0, 0, 0, 0.0784, 0, 0.0544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.045, 0, 0, 0, 0, 0, 0.0545, 0, 0.0467, 0, 0, 0, 0,344
0, 0, 0.33, 0, 0, 0.0685, 0.4715, 0.1125, 0, 0.3137, 0, 0.1067, 0, 0, 0, 0, 0, 0, 0, 0, 0.0596, 0.8125, 0, 0, 0, 0, 0, 0.0609, 0, 0.0469, 0, 0, 0.0614, 0,344
0.0811, 0, 0.07, 0, 0, 0, 0.0908, 0.2263, 0, 0.0332, 0, 0.1163, 0, 0, 0, 0.1872, 0, 0, 0, 0, 0.0274, 0.5425, 0, 0.0628, 0, 0, 0, 0.1091, 0, 0.0808, 0, 0, 0.0614, 0,344
0.0778, 0, 0, 0, 0, 0.0157, 0, 0, 0, 0, 0, 0.1059, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.3291, 0, 0.174, 0.0311, 0, 0, 0, 0.2645, 0, 0.1388, 0.1211, 0, 0, 0,344
0, 0, 0.17, 0, 0, 0, 0, 0, 0, 0.1468, 0, 0.09, 0, 0, 0, 0, 0, 0, 0.3675, 0, 0.2361, 1.355, 0, 0.0314, 0, 0, 0, 0.205, 0.094, 0.0167, 0, 0, 0.0757, 0,344
0, 0, 1.6233, 0, 0, 0.0215, 0.3931, 0, 0, 0.0911, 0, 0.2241, 0, 0, 0, 0.1833, 0, 0, 0, 0, 0.0548, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0408, 0, 0.7633, 0.09, 0,344
0, 0, 0, 0, 0, 0.0706, 0, 0.1688, 0, 0, 0, 0.0544, 0, 0, 0, 0.455, 0, 0, 0, 0, 0.3791, 0, 0, 0, 0, 0, 0, 0, 0, 0.0306, 0.0789, 0, 0.1321, 0,344
0, 0, 0, 0.611, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1528, 0, 0, 1.11, 0.0605, 0, 0.0249, 0, 0, 0.1993, 0,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0911, 0, 0.187, 0, 0, 0, 0.3033, 0, 0, 0, 0, 0.1643, 0, 0, 0.1272, 0, 0, 0, 0, 0.1887, 0.071, 0, 0, 0.0307, 0,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0605, 0, 0.0506, 0.0811, 0, 0, 0,344
0, 0, 0, 0, 0, 0.0728, 0, 0, 0, 0.22, 0, 0.1544, 0, 0, 0, 0.0811, 0, 0, 0, 0, 0.0909, 0, 0, 0, 0, 0, 0, 0, 0, 0.0249, 0, 0, 0.0614, 0,344
0, 0, 0, 0, 0, 0, 0.1246, 0, 0, 0.0332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.775, 0.174, 0, 0, 0, 1.11, 0, 0, 0.02, 0.2158, 0, 0.1014, 0.355,388
0, 0.5833, 0, 0, 0, 0.1904, 0, 0, 0, 0, 0, 0.0556, 0, 0, 0, 0.4506, 0, 0, 0, 0, 0, 0, 0, 0.2586, 0, 0, 0, 0, 0, 0, 0.1584, 0, 0.0821, 0.71,388
0.5233, 0, 0, 0.0895, 0, 0.1684, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0.0411, 0, 0, 0.4075, 0, 0, 0, 0, 0.1069, 0, 0, 0, 0, 0, 0.02, 0, 0.5511, 0, 0,388
0, 0, 0, 0.0875, 0, 0.1231, 0, 0, 0, 0.0595, 0, 0.0315, 0, 0, 0, 0.3006, 0, 0, 0, 0, 0, 0, 0, 0.33, 0, 0, 0, 0.1455, 0, 0.02, 0, 0, 0, 0,388
0, 0, 0, 0.149, 0, 0, 0, 0, 0, 0.0332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.174, 0, 0, 0, 0, 0.3895, 0.094, 0.0508, 0, 0, 0.0614, 0.355,388
0.1744, 0, 0.07, 0.149, 0, 0, 0.1231, 0, 0, 0, 0, 0.0541, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0.0548, 1.6325, 0, 0, 0, 0, 0, 0.1645, 0, 0.0159, 0, 0, 0.24, 0,388
0, 0, 0.07, 0, 0, 0.041, 0, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0.2261, 0, 0, 0, 0, 0.0274, 0.2325, 0.866, 0.0458, 0, 0, 0, 0.2777, 0, 0.0598, 0, 0, 0.1243, 0,388
0, 0, 1.5322, 0, 0, 0, 0.0785, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0.1133, 0, 0, 0, 0, 0.1096, 0.4675, 0, 0, 0.1485, 0.665, 0, 0.3355, 0, 0, 0, 0.4578, 0.0821, 0,388
0, 0, 0, 1.2025, 0, 0.0419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2306, 0, 0, 0, 0, 0, 0, 0, 0.3667, 0, 0, 0, 0, 0, 0.0537, 0.0811, 0, 0.2293, 0,388
0, 0, 0, 0, 0, 0.0673, 0.1231, 0.175, 0, 0.1468, 0, 0, 0, 0, 0, 0.1894, 0, 0, 0, 0, 0, 0, 0, 0.2358, 0, 0, 0, 0, 0, 0.0198, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0.1049, 0, 0, 0, 0, 0, 0.1811, 0.0627, 0, 0, 0.6328, 0, 0, 0, 0, 0.1539, 0, 0.196, 0.0944, 0, 0, 0, 0, 0.1227, 0.02, 0, 0, 0, 0,388
0.1811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2858, 0.488, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0.0311, 0, 0, 0, 0.0977, 0, 0, 0, 0, 0, 0,388
0.0867, 0.185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0639, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0.1218, 0, 0.0531, 0, 3.1433, 0.2329, 0,388
0.0811, 0, 0.42, 0, 0, 0.0157, 0.0623, 0, 0, 0.0789, 0, 0.0504, 0, 0, 0.1733, 0.1661, 0, 0, 0, 0, 0, 0.2325, 0, 0.1011, 0, 0, 0, 0.2555, 0, 0.0167, 0, 0, 0, 0.355,388
0, 0.195, 0, 0.0745, 0, 0.0351, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0, 0.3339, 0, 0, 0, 0, 0, 0, 0, 0.0428, 0, 0, 0, 0, 0, 0.0198, 0, 0, 0.0629, 0,388
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0, 0.8125, 0, 0, 0, 0, 0, 0.065, 0.4847, 0.0575, 0, 0, 0.0307, 0,388
0.11, 0.3883, 0, 1.5105, 0, 0.0419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2028, 0, 0, 0, 0, 0, 0, 0, 0.1286, 0.0759, 0, 0, 0, 0, 0.0337, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0.0999, 0, 0, 0, 0, 0, 0.0556, 0, 0, 0, 0.0811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.041, 0, 0, 0, 0,388
0, 0, 0, 0.2565, 0, 0, 0, 0, 0, 0.0868, 0, 0.0544, 0.0627, 0, 0, 0.9733, 0, 0, 0, 0, 0, 0, 0, 0.2117, 0.3033, 0, 0, 0, 0.1193, 0.02, 0, 0, 0, 1.065,388
0.0811, 0, 0, 0, 0, 0.1772, 0.0908, 0, 0, 0, 0.915, 0.0556, 0, 0.978, 0, 0.2711, 0, 0, 0, 0, 0, 0, 0, 0.0528, 0, 0, 0, 0, 0, 0.0545, 0, 0, 0.125, 0,388
0.0867, 0.185, 0, 0.095, 0, 0.1037, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0, 0.1378, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0, 0, 0, 0.1378, 0, 0,388
0, 0, 0, 0.149, 0, 0.0191, 0, 0, 0, 0.0463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.976, 0, 0.0681, 0, 0, 0.5182, 0, 0.0567, 0, 0, 0, 0.355,388
0, 0, 1.3044, 0, 0, 0, 0.0785, 0, 0, 0, 0, 0.0544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0.1227, 0.0318, 0, 0.3044, 0, 0.355,388
0.0911, 0, 0.28, 0, 0, 0, 0, 0, 0, 0.4126, 0, 0, 0.0719, 0, 0, 0, 0, 0, 0, 0, 0.077, 0.5375, 0.39, 0.0364, 0, 0, 1.11, 0, 0, 0, 0, 0, 0.0307, 0,388
0, 0, 0.1178, 0, 0, 0, 0, 0, 0, 0.0921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.174, 0, 0, 0, 0, 0.3145, 0.11, 0, 0, 0, 0.0521, 0,388
0, 0, 0, 0, 0, 0.0676, 0, 0, 0, 0.0332, 0, 0, 0, 0, 0, 0.1172, 0, 0, 0, 0, 0, 0, 0, 0.0856, 0, 0, 0, 0, 0, 0.0327, 0, 0, 0, 0,388
0.0911, 0, 0, 0, 0, 0.039, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 0, 0, 0, 0, 0.1808, 0, 0, 0, 0,388
0, 0, 0.07, 0, 0, 0.0204, 0, 0, 0, 0.0332, 0, 0, 0.0719, 0, 0, 0.0411, 0, 0, 0, 0, 0.0274, 4.03, 0.716, 0, 0, 0, 0, 0.1305, 0, 0, 0, 0, 0.1643, 0,388
0, 0, 0, 0.0735, 0, 0.0221, 0, 0.1125, 0, 0.0942, 0, 0.0711, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0.1417, 0, 0.174, 0, 0, 0, 0, 1.1759, 0, 0, 0, 0, 0.0629, 0,388
0.2722, 0, 0.4022, 0, 0, 0, 0.2154, 0, 0, 0.0332, 0, 0, 0, 0, 0.1989, 0.0406, 0, 0, 0, 0, 0, 3.77, 0, 0.1247, 0, 0, 0, 0, 0, 0.1133, 0, 0, 0, 0.355,388
0, 0, 0, 0, 0, 0, 0.3692, 0, 0, 0.0332, 0, 0.0504, 0, 0, 0, 0.485, 0, 0, 0, 0, 0, 0, 0, 0.0861, 0, 0, 0, 0.7155, 0, 0.0198, 0, 0, 0.0629, 0,388
0, 0, 0, 0.149, 0, 0, 0, 0, 0, 0.0868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0596, 0, 0, 0, 0, 0, 0, 0.38, 0, 0, 0, 0, 0.1536, 0,388
0, 0.195, 0, 1.0255, 0, 0.0825, 0, 0, 0, 0.1063, 0, 0.1044, 0, 0, 0, 0.4472, 0, 0, 0, 0, 0.0635, 0, 0, 0.1781, 0, 0, 0, 0, 0, 0, 0, 0, 0.0629, 0,388
0, 0, 0, 0.1025, 0, 0.0712, 0, 0.2213, 0, 0.0826, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0.0635, 0, 0, 0, 0, 0, 0, 0.1209, 0, 0, 0, 0, 0.0821, 0,388
0, 0, 0, 1.9325, 0, 0.1254, 0, 0.1688, 0, 0, 0, 0, 0, 0, 0, 0.4161, 0, 0, 0, 0, 0.0596, 0, 0, 0.3378, 0.1515, 0, 0, 0.1455, 0, 0, 0, 0, 0, 0,388
0, 0.195, 0, 0, 0, 0.1219, 0, 0.2263, 0, 0, 0, 0.0544, 0.0627, 0, 0, 0.455, 0, 0, 0, 0, 0, 0, 0, 0.0428, 0.0759, 0, 0, 0, 0, 0.0318, 0, 0, 0.0629, 0,388
0.0867, 0, 0, 0, 0, 0.0191, 0, 0.1125, 0, 0.0332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2769, 0, 0, 0, 0, 0, 0.0235, 0, 0, 0.0707, 0,388
0, 0, 0, 0.0895, 0, 0, 0, 0, 0, 0.0595, 0.295, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0.2325, 0, 0, 0, 0, 0, 0.065, 0, 0.0394, 0.4311, 0, 0.2114, 0,388
0, 0, 0.3978, 0.095, 0, 0, 0, 0, 0, 0.0663, 0, 0.1011, 0, 0, 0, 0.1067, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0.5477, 0, 0.0378, 0, 0.3044, 0, 0,388
0.1267, 0, 1.3533, 0, 0, 0.0279, 0, 0, 0, 0.0921, 0, 0, 0.0485, 0, 0.2444, 0, 0, 0, 0, 0, 0.0548, 0.4675, 0, 0, 0, 0, 0, 0.235, 0, 0.0186, 0, 0, 0.1321, 0,388
0, 2.5267, 0, 0, 0, 0.104, 0, 0.2113, 0, 0.0663, 0, 0.1044, 0, 0, 0, 0.695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1898, 0, 0, 0, 0,388
0.0456, 0, 0, 0.065, 0, 0.0215, 0, 0, 0, 0, 0, 0.0711, 0, 0, 0, 0, 0, 0, 0, 0, 0.1643, 0.9325, 0.586, 0.0486, 0, 0, 0, 0.0782, 0, 0.1131, 0, 0, 0.3057, 0,388
0.3489, 0, 0, 0, 0, 0.0627, 0.2462, 0, 0, 0.1653, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1621, 0, 0, 0,388
0, 0, 0, 0.2565, 0, 0.1334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3074, 0, 0, 0,388
0, 0.195, 0, 0.065, 0, 0.1439, 0, 0, 0, 0, 0, 0.1567, 0, 0, 0, 0.3411, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0, 0, 0, 0.0982, 0, 0, 0, 0,388
0, 0, 0, 0.086, 0, 0.0254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.165, 0, 0, 0, 0, 0.0596, 0, 0, 0.1767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0.167, 0.0623, 0, 0, 0, 0, 0.0315, 0, 0, 0, 0.0694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0, 0.0337, 0, 0, 0, 0,388
0, 0, 0, 0.5775, 0, 0.1113, 0, 0.2263, 0, 0, 0, 0, 0.1254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0.35, 0, 0, 0, 0, 0, 0.0327, 0, 0, 0, 0,388
0, 0, 0, 0.0745, 0, 0.0215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0639, 0, 0, 0, 0, 0, 0, 0, 0.0831, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0, 0,388
0.0778, 0, 0.07, 1.2255, 0, 0.0442, 0, 0.2213, 0, 0.0332, 0, 0.0711, 0, 0, 0, 0.2394, 0, 0, 0, 0, 0, 1.165, 0, 0.1633, 0, 0, 0, 0.2855, 0, 0.0345, 0, 0, 0.335, 0,388
0, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0.0315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.625, 0, 0, 0, 0, 0, 0, 0, 0.0398, 0.5753, 0, 0.0821, 0.355,388
0.2722, 0, 0.35, 0.0735, 0, 0, 0, 0, 0, 0.0332, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0.4675, 0, 0.0364, 0, 0, 0, 0, 0, 0.0186, 3.9847, 0, 0, 0,388
0.1367, 0.185, 0, 0, 0, 0.0157, 0, 0, 0, 0.1758, 0, 0, 0.0988, 0, 0, 0, 0, 0, 0, 0, 0.0596, 1.615, 0, 0.0311, 0, 0.665, 1.11, 0.065, 0, 0.041, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0821, 0,388
0, 0, 0, 0.305, 0, 0.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 0, 0, 0.0782, 0, 0.0806, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0.0204, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2171, 0,388
0, 0, 0, 0.081, 0, 0.0194, 0, 0.6738, 0, 0.0732, 0, 0.0941, 0, 0, 0, 0.4056, 0, 0, 0, 0, 0, 0, 0.196, 0.0486, 0, 0, 0, 0, 0, 0, 0.0932, 0, 0, 0.355,388
0, 0.195, 0, 1.7185, 0, 0.29, 0, 0, 0, 0.0732, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 1.5925, 0, 0, 0, 0, 0, 0.1222, 0, 0, 0.4564, 0,388
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1242, 0, 0, 0, 0, 0, 3.7783, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0.0605, 0, 0.0565, 0, 0, 0.0307, 0,388
0, 0, 0, 0, 0, 0.0312, 0, 0, 0, 0.1568, 0, 0.1556, 0, 0, 0, 1.1117, 0, 0, 0, 0, 0.1009, 0, 0, 0.135, 0, 0, 0, 0, 0, 0.0159, 0, 0.3044, 0, 0,388
0, 0.195, 0, 0, 0, 0.2915, 0.1231, 0, 0, 0, 0, 0, 0, 0, 0, 0.1044, 0, 0, 0, 0, 0, 0, 0, 0.0939, 0, 0, 0, 0.3636, 0, 0, 0, 0, 0, 0,388
0, 0, 0, 0.1615, 0, 0.0442, 0, 0.1125, 0, 0, 0, 0.0348, 0.1254, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0.1455, 0, 0, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0.0157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 1.6325, 0, 0.1753, 0, 0, 0, 0, 0, 0.12, 0, 0, 0.1129, 0,388
0.1367, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0.2926, 0, 0, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0, 1.3825, 0, 0.0978, 0, 0.665, 0, 0, 0, 0.0324, 0, 0, 0, 0,388
0.0456, 0, 0, 0, 0, 0, 0, 0, 0, 0.5395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2325, 0, 0.0536, 0, 0, 0, 0, 0.4513, 0.0186, 0, 0, 0.0943, 0,388
0, 0.195, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0.0452, 0, 0, 0.1522, 0.1206, 0, 0, 0, 0, 0.1096, 0.27, 0, 0.0472, 0, 0, 0, 0.0377, 0, 0.0688, 0.2158, 0, 0, 1.415,388
0.2722, 0, 0.4022, 0, 0, 0, 0.25, 0, 0, 0.0584, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0.4075, 0, 0.93, 0, 0.1097, 0, 0, 1.11, 0.1305, 0, 0.0306, 0, 0, 0, 0,388
0, 0, 0, 0.388, 0, 0.0528, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.2106, 0, 0, 0, 0, 0, 0, 0.196, 0.2117, 0, 0, 0, 0.1455, 0, 0.02, 0, 0, 0.0764, 0,388
0, 0, 0, 0.149, 0, 0, 0, 0, 0, 0.1326, 0, 0.2726, 0, 0, 0, 0.32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2032, 0, 0.0306, 0.1437, 0, 0.1743, 0.355,388
0, 0, 0, 0, 0, 0.2855, 0, 0, 0, 0, 0, 0.1219, 0, 0, 0, 0.1467, 0, 0, 0, 0, 0, 0, 0, 0.0931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,388
0, 0, 0, 0.107, 0, 0.2082, 0, 0, 0, 0.0826, 0, 0, 0, 0, 0.1733, 0.1539, 0, 0, 0, 0.4075, 0, 0, 0, 0, 0, 0, 0, 0.0727, 0, 0.0327, 0.0932, 0, 0, 0,388
0, 0, 0, 0.266, 0, 0.1425, 0, 0, 0, 0.0732, 0, 0.0356, 0, 0, 0, 0.3694, 0, 0, 0, 0, 0, 0, 0, 0.0792, 0, 0, 0, 0, 0, 0, 0.0811, 0, 0, 0,388
0, 0, 0, 0.0745, 0, 0.0519, 0, 0, 0, 0, 0, 0.1396, 0, 0, 0, 0, 0, 0, 0, 0, 0.1187, 0, 0, 0.0944, 0, 0, 0, 0, 0, 0.0898, 0, 0.1522, 0, 0,388
0, 1.5133, 0, 0.1725, 0, 0.0264, 0.3638, 0, 0, 0.0332, 0, 0.0556, 0, 0, 0, 0.0972, 0, 0, 0, 0, 0, 0, 0, 0.0939, 0, 0, 0, 0, 0, 0.0282, 0, 0.1378, 0, 0,388
0, 0, 0, 0.4065, 0, 0.3263, 0.0908, 0, 0, 0.1653, 0, 0.1878, 0.0846, 0, 0, 0.2261, 0, 0, 0, 0, 0.0596, 0, 0, 0.0831, 0, 0, 0, 0, 0, 0.0876, 0, 0.1522, 0.0764, 0,388
0, 0, 0, 0.107, 0, 0.0469, 0, 0, 0, 0, 0, 0.1048, 0, 0, 0, 1.495, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0, 0,388
0, 0, 0, 0.095, 0, 0.2476, 0, 0, 0, 0.0332, 0, 0.0356, 0.1254, 0, 0, 0.44, 0, 0, 0, 0, 0, 0, 0, 0.2972, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0.0204, 0, 0, 0, 0.1537, 0, 0.1267, 0, 0, 0, 0.3628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2336, 0, 0, 0, 0, 0, 0,388
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0629, 0, 0, 0, 0,388
